id,acquiror_name,target_name,announcement_date,target_status,acquisition_count,shares_at_announcement,car_3,car_5,car_10,month,rel_deal_value,cross_border,relatedness,economic_sector_ac,business_sector_ac,economic_sector_target,business_sector_target,cluster_category,a_fin_adv_count,t_fin_adv_count,shares_acquired,consideration_offered,bidder_count,car_1
1648001020,Capital One Financial Corp,"Hibernia Corp,New Orleans, Louisiana",06/03/2005,public,9,no,-0.0005749070012108,0.0092962510664816,0.0013528545582466,3,0.08529831144201949,cross_border,industry,Financials,Banking & Investment Services,Financials,Banking & Investment Services,asset_driven_op,1,1,full,Other,1,-0.0064116604029248
1651921020,Digital Realty Trust Inc,Lakeside Technology Center,14/03/2005,others,0,no,0.0106150621258477,0.0407002605328,0.0591569868782958,3,0.1604673884080569,cross_border,not_related,Real Estate,Real Estate,Industrials,Transportation,divestiture,0,0,full,Other,1,0.0184745331671356
1651056020,El Paso Corp,"Lehman Brothers Holdings Inc-Oil & Gas Properties,Gulf of Mexico,Texas",16/03/2005,others,2,no,0.2891787426669935,0.2891787426669935,0.4856437766853246,3,0.001991524073543001,cross_border,business_sector,Energy,Energy - Fossil Fuels,Energy,Energy - Fossil Fuels,divestiture,0,0,full,Cash,1,0.2995187302088843
1651818020,IAC/InterActiveCorp,Ask Jeeves Inc,21/03/2005,public,4,no,-0.0420438343724222,-0.0263433114592918,0.0097502924304729,3,0.08772372260851477,cross_border,not_related,Technology,Software & IT Services,Industrials,Industrial & Commercial Services,asset_driven_op,1,1,full,Other,1,-0.0027906061869839
1651846020,Entegris Inc,Mykrolis Corp,21/03/2005,public,11,no,0.0088773742894785,0.0493211411621352,0.0603761153281965,3,1.2938443421475216,cross_border,not_related,Basic Materials,Chemicals,Technology,Technology Equipment,asset_driven_op,1,1,full,Other,1,0.0085941737741243
1653329020,Comstock Resources Inc,EnSight Energy Partners LP- Certain Oil & Gas Properties,28/03/2005,others,16,no,0.0139111132970753,-0.0134219507885935,0.009007426307064,3,0.20446530993754514,cross_border,industry,Energy,Energy - Fossil Fuels,Energy,Energy - Fossil Fuels,divestiture,0,0,full,Cash,1,-0.0043118853929962
1654224020,Laboratory Corp of America Holdings,Esoterix Inc,30/03/2005,others,11,no,0.0636703611207103,0.0636703611207103,0.0856814393567724,3,0.041656252603515784,cross_border,industry,Healthcare,Healthcare Services & Equipment,Healthcare,Healthcare Services & Equipment,divestiture,1,2,full,Cash,1,0.0362946339921813
1654330020,SL Green Realty Corp,"One Madison Avenue Building, New York",30/03/2005,others,16,no,-0.0220365532262614,-0.0220365532262614,0.0068231817234271,3,0.3335901274764888,cross_border,business_sector,Real Estate,Real Estate,Real Estate,Real Estate,divestiture,1,0,full,Cash,1,0.0026541217558385
1655201020,Pennsylvania Real Estate Investment Trust,"Gadsden Mall,Gadsden,Alabama",04/04/2005,others,11,no,-0.0018644878224408,-0.0017911344740239,0.0263075547853548,4,0.020776944658417135,cross_border,business_sector,Real Estate,Real Estate,Real Estate,Real Estate,divestiture,0,0,full,Cash,1,0.0014268143410759
1655486040,Scientific Games Corp,Scientific Games Latin America SA,05/04/2005,others,4,yes,-0.0139265461266044,-0.0139265461266044,-0.0221081229559518,4,0.01802307395072405,national,not_related,Technology,Software & IT Services,Industrials,Industrial & Commercial Services,divestiture,0,1,not_full,Cash,1,0.0111405098368423
1657203020,Kellogg Co,"Kraft Foods Inc-Fruit Snacks Operation,Chicago",12/04/2005,others,18,no,-0.0049500537715305,-0.0291223045245475,-0.0138848802955854,4,0.0028610938915645417,cross_border,industry,Consumer Non-Cyclicals,Food & Beverages,Consumer Non-Cyclicals,Food & Beverages,divestiture,0,1,full,Cash,1,-0.0044050147975372
1658081020,Adobe Systems Inc,Macromedia Inc,18/04/2005,public,20,no,-0.0539875384699397,-0.0774756791549036,-0.1065966089408467,4,1.6828543298740821,cross_border,industry,Technology,Software & IT Services,Technology,Software & IT Services,asset_driven_op,1,1,full,Other,1,-0.0728762824466769
1659379020,Martin Midstream Partners LP,Bay Sulfur Co-Operating Assets,20/04/2005,others,3,no,0.0599057840238149,0.0599057840238149,-0.0685237167475666,4,0.03158559696778269,cross_border,not_related,Industrials,Transportation,Basic Materials,Chemicals,divestiture,0,0,full,Cash,1,0.0394809676754353
1660024020,Verisign Inc,Lightbridge Inc-PrePay Intelligent Network Solutions Business,25/04/2005,others,20,no,-0.0592295684904968,0.0606317817457672,0.048478617277459,4,0.006448847153083436,cross_border,industry_group,Technology,Software & IT Services,Technology,Software & IT Services,divestiture,0,0,full,Other,1,-0.0008439253902478
1660821020,Marriott International Inc,CTF Holdings Ltd-Hotel Portfolio(19),27/04/2005,others,4,no,-0.0340320588151679,-0.0340320588151679,-0.0710685931175229,4,0.056818181818181816,cross_border,industry,Consumer Cyclicals,Cyclical Consumer Services,Consumer Cyclicals,Cyclical Consumer Services,divestiture,0,0,full,Cash,1,-0.0073603817144703
1660894020,Ashford Hospitality Trust Inc,CNL Hotels & Resorts Inc-Hotel Properties(30),27/04/2005,others,5,no,0.0178179342071315,0.0178179342071315,0.0317667980654379,4,0.5290824685963954,cross_border,not_related,Real Estate,Real Estate,Consumer Cyclicals,Cyclical Consumer Services,divestiture,0,0,full,Cash,1,0.0322547667338448
1662708020,Hersha Hospitality Trust,"McIntosh Inn of Wilmington, Delaware",28/04/2005,others,11,no,0.0076431790962475,0.0173743827921357,0.0047971826408247,4,0.06555585905490303,cross_border,not_related,Real Estate,Real Estate,Consumer Cyclicals,Cyclical Consumer Services,divestiture,0,0,full,Cash,1,0.0071913403779028
1662713020,Hersha Hospitality Trust,Holiday Inn Express Hotel & Suites King of Prussia,28/04/2005,others,13,no,0.0076431790962475,0.0173743827921357,0.0047971826408247,4,0.06282436492761541,cross_border,not_related,Real Estate,Real Estate,Consumer Cyclicals,Cyclical Consumer Services,divestiture,0,0,full,Cash,1,0.0071913403779028
1662715020,Hersha Hospitality Trust,Holiday Inn Express of Langhorne-Oxford Valley,28/04/2005,others,14,no,0.0076431790962475,0.0173743827921357,0.0047971826408247,4,0.030436648846919268,cross_border,not_related,Real Estate,Real Estate,Consumer Cyclicals,Cyclical Consumer Services,divestiture,0,0,full,Cash,1,0.0071913403779028
1662725020,Hersha Hospitality Trust,Holiday Inn Express of Frazer- Malvern,28/04/2005,others,15,no,0.0076431790962475,0.0173743827921357,0.0047971826408247,4,0.031997502633940765,cross_border,not_related,Real Estate,Real Estate,Consumer Cyclicals,Cyclical Consumer Services,divestiture,0,0,full,Cash,1,0.0071913403779028
1661462020,Leggett & Platt Inc,Foamex International Inc- Rubber and Felt Carpet Cushion Business,29/04/2005,others,27,no,-0.014385353284725,-0.0057178852597009,-0.0021599790292996,4,0.009814418272662384,cross_border,not_related,Consumer Cyclicals,Cyclical Consumer Products,Basic Materials,Chemicals,divestiture,0,0,full,Cash,1,-0.0075219789785415
1661483020,Franklin Resources Inc,Weyerhaeuser Co,29/04/2005,public,3,no,0.0374373079121465,0.0401934439536618,0.0554850514720911,4,0.13426120701744707,cross_border,not_related,Financials,Banking & Investment Services,Basic Materials,Applied Resources,divestiture,0,0,not_full,Cash,1,0.0252916054299704
1676445040,Brink's Co,Securitas AB-Cash Handling & Processing Cos,29/04/2005,others,2,no,-0.0238512691095423,-0.0104481081974072,0.0393577712654288,4,0.00369027738177671,national,economic_sector,Industrials,Transportation,Industrials,Industrial & Commercial Services,divestiture,0,0,full,Cash,1,-0.0130037995147461
1662256020,American Tower Corp,SpectraSite Inc,04/05/2005,public,21,no,-0.0176469919512934,-0.0017664477471602,-0.0269648402606215,5,0.7310425986980358,cross_border,not_related,Real Estate,Real Estate,Technology,Telecommunications Services,asset_driven_op,2,0,full,Other,1,-0.0171301101606045
1662695040,ResMed Inc,Financiere ACE SAS,05/05/2005,others,4,no,0.0047899122677351,-0.008576344146936,0.0055782033036544,5,0.16328043897375055,national,not_related,Healthcare,Healthcare Services & Equipment,Industrials,Industrial Goods,divestiture,0,0,full,Other,1,0.008736570453611
1664094040,RealNetworks Inc,Mr Goodliving Ltd,06/05/2005,others,9,no,0.0033696167880955,-0.0179442374538274,-0.0034011686477852,5,0.02457460732984293,national,industry,Technology,Software & IT Services,Technology,Software & IT Services,divestiture,0,0,full,Cash,1,0.0004392913602514
1663062020,Duke Energy Corp,Cinergy Corp,09/05/2005,public,13,no,-0.0166016169009332,-0.0148232967991599,-0.0062624882960291,5,0.16172806503588694,cross_border,business_sector,Utilities,Utilities,Utilities,Utilities,asset_driven_op,2,0,full,Other,1,-0.0096770141232241
1663284020,ONEOK Inc,Koch Industries Inc-Natural Gas Liquids Business,09/05/2005,others,5,no,-0.0047602262548462,-0.0188252683740023,-0.0048699022365097,5,0.1970825936653275,cross_border,not_related,Utilities,Utilities,Energy,Energy - Fossil Fuels,divestiture,1,1,full,Cash,1,-0.0208575467042575
1667227020,"Citizens South Banking Corp, Gastonia,North Carolina","Trinity Bank,Monroe,North Carolina",25/05/2005,public,1,no,-0.0213054956391627,-0.0213054956391627,-0.0690688532983203,5,0.06589908833700095,cross_border,industry,Financials,Banking & Investment Services,Financials,Banking & Investment Services,asset_driven_op,0,0,full,Other,1,-0.0789441447537933
1668325020,EMCORE Corp,JDS Uniphase Corp-Analog CATV and RF Specialty Businesses,31/05/2005,others,6,no,0.0513116570143354,0.1716845885589293,0.1568237014125431,5,0.007199078517949702,cross_border,industry,Technology,Technology Equipment,Technology,Technology Equipment,divestiture,0,0,full,Cash,1,-0.0114473041594909
1668372020,Inverness Medical Innovations Inc,Abbott Laboratories-Determine & Dainascreen Rapid Diagnostic Assets,31/05/2005,others,10,no,-0.422219580969616,-0.422219580969616,2.015833246581803,5,0.0824215900802334,cross_border,economic_sector,Healthcare,Healthcare Services & Equipment,Healthcare,Pharmaceuticals & Medical Research,divestiture,0,0,full,Cash,1,-0.422219580969616
1668709020,Natural Resource Partners LP,"Steelhead Development Co LLC- Coal Reserves,Illinois Basin",31/05/2005,others,6,no,0.0323528284497456,0.0323270524390504,0.0157247812199046,5,0.16862323146348904,cross_border,industry,Energy,Energy - Fossil Fuels,Energy,Energy - Fossil Fuels,divestiture,0,0,not_full,Cash,1,0.0117875000422961
1669030020,Amedisys Inc,Saint Thomas Health Services- Home Healthcare Agencies(2),01/06/2005,others,14,no,-0.0686854294985642,-0.143581753871798,-0.0768299351198733,6,0.016074955219767602,cross_border,industry,Healthcare,Healthcare Services & Equipment,Healthcare,Healthcare Services & Equipment,divestiture,0,0,full,Other,1,-0.0178460270937147
1668685040,AMETEK Inc,Amplimedical SpA,01/06/2005,others,18,no,-0.0131208705869453,-0.0097470381061857,0.0049630604916859,6,0.0026410480349344976,national,not_related,Industrials,Industrial Goods,Healthcare,Healthcare Services & Equipment,divestiture,0,0,full,Cash,1,-0.0092352073314364
1669714020,NuVasive Inc,RSB Spine LLC-Cervical Plate Technology Assets,06/06/2005,others,0,no,0.0083155989784821,0.0556224160282977,0.0473360697997294,6,0.11296389167502506,cross_border,economic_sector,Healthcare,Healthcare Services & Equipment,Healthcare,Pharmaceuticals & Medical Research,divestiture,0,0,full,Other,1,-0.0176108058908106
1670037020,Encore Capital Group Inc,Jefferson Capital Systems LLC- Credit Card Portfolio,07/06/2005,others,0,no,0.0394793490614359,0.0394793490614359,-0.02078848459585,6,0.7621690862510675,cross_border,industry,Financials,Banking & Investment Services,Financials,Banking & Investment Services,divestiture,0,0,full,Cash,1,0.0521195276810394
1671690040,AMETEK Inc,SPECTRO Beteiligungs GmbH,13/06/2005,others,19,no,0.0339907648824693,0.0413042323914873,0.0670234015352374,6,0.06770305676855895,national,not_related,Industrials,Industrial Goods,Financials,Banking & Investment Services,divestiture,0,0,full,Cash,1,0.0330835264805194
1671929020,NBT Bancorp Inc,"CNB Bancorp Inc,Gloversville, New York",14/06/2005,public,6,no,0.0245690717923001,0.0118230678698294,0.0345444062938476,6,0.021363503281291284,cross_border,industry,Financials,Banking & Investment Services,Financials,Banking & Investment Services,asset_driven_op,0,0,full,Other,1,0.0347735419211806
1672702040,Bank of America Corp,China Construction Bank Corp,16/06/2005,others,16,no,0.000499263896016,0.0108637669288842,0.0180226521297077,6,0.002059808338124743,national,industry,Financials,Banking & Investment Services,Financials,Banking & Investment Services,private_companies,0,1,not_full,Cash,1,0.0037765463555351
1672706040,Bank of America Corp,China Construction Bank Corp,16/06/2005,others,17,yes,0.000499263896016,0.0108637669288842,0.0180226521297077,6,0.003854679258203877,national,industry,Financials,Banking & Investment Services,Financials,Banking & Investment Services,private_companies,0,1,not_full,Cash,1,0.0037765463555351
1983317040,Bank of America Corp,China Construction Bank Corp,16/06/2005,others,18,yes,0.000499263896016,0.0108637669288842,0.0180226521297077,6,0.0010701053036506725,national,industry,Financials,Banking & Investment Services,Financials,Banking & Investment Services,private_companies,0,1,not_full,Cash,1,0.0037765463555351
1673754020,DNAPrint Genomics Inc,Trace Genetics Inc,17/06/2005,others,0,no,-0.2269548999492315,0.2749563848949191,0.0094706062303335,6,3.5947712418300655,cross_border,not_related,Healthcare,Pharmaceuticals & Medical Research,Industrials,Industrial & Commercial Services,asset_driven_op,0,0,full,Other,1,-0.0078781626888047
1672914040,Emerson Electric Co,Roxboro Group PLC-Mobrey Business,17/06/2005,others,50,no,-0.0123682050078416,-0.0134857370672943,-0.0457171696999011,6,0.002756763019173956,national,industry,Industrials,Industrial Goods,Industrials,Industrial Goods,divestiture,0,0,full,Cash,1,-0.010035778948726
1673399020,Roper Industries Inc,CIVCO Medical Instruments Inc,20/06/2005,others,29,no,0.0004173152466427,0.0126653798977427,0.0123165925642515,6,0.05157231082631735,cross_border,not_related,Consumer Non-Cyclicals,Consumer Goods Conglomerates,Healthcare,Healthcare Services & Equipment,divestiture,0,0,full,Cash,1,0.0160713162953286
1673411020,Copano Energy LLC,ScissorTail Energy LLC,20/06/2005,others,0,no,0.1865311955213269,0.2064794997686683,0.25684265566539,6,2.774663677130045,cross_border,not_related,Energy,Energy - Fossil Fuels,Utilities,Utilities,divestiture,0,0,full,Cash,1,0.1434182663036355
1674388020,DiamondRock Hospitality Co,Marriott International Inc- Marriott Hotels(4),23/06/2005,others,0,no,-0.0032922678908885,-0.0139248937373278,-0.0234446453052875,6,0.4127034038204544,cross_border,not_related,Real Estate,Real Estate,Consumer Cyclicals,Cyclical Consumer Services,divestiture,0,0,full,Cash,1,0.0032915475521475
1674419020,Enterprise Products Partners LP,Ferrellgas Partners LP-Storage & Terminal Assets,23/06/2005,others,20,no,0.0234662225171633,-0.0020900646278464,0.0015455340329081,6,0.012501291366035207,cross_border,business_sector,Energy,Energy - Fossil Fuels,Energy,Energy - Fossil Fuels,divestiture,0,0,full,Cash,1,0.029209994456641
1674676020,Aetna Inc,HMS Healthcare Inc,24/06/2005,others,6,no,-0.0110171885554987,0.0271956125003727,0.0160773884305774,6,0.009344652342991871,cross_border,industry,Financials,Insurance,Financials,Insurance,divestiture,0,1,full,Cash,1,-0.0039015140625915
1675584020,Pioneer Natural Resources Co,"Occidental Petroleum Corp- Oil and Gas Assets,Permian Basin,Texas",28/06/2005,others,9,no,0.0339872433783634,0.0606785427837869,0.0036592968299777,6,0.025725622429254538,cross_border,industry,Energy,Energy - Fossil Fuels,Energy,Energy - Fossil Fuels,divestiture,0,0,full,Cash,1,-0.0007151715557029
1675860020,Layne Christensen Co,Reynolds Inc,29/06/2005,others,3,no,0.0904064228354591,0.0904064228354591,0.0770701214842458,6,0.41399059920211717,cross_border,industry,Industrials,Industrial & Commercial Services,Industrials,Industrial & Commercial Services,divestiture,0,0,full,Other,1,-0.0066988969824526
1676341020,Bank of America Corp,MBNA Corp,30/06/2005,public,19,no,-0.0464704179740748,-0.035622522397846,-0.0336525041327939,6,0.028732574839729443,cross_border,industry_group,Financials,Banking & Investment Services,Financials,Banking & Investment Services,asset_driven_op,0,1,full,Other,1,-0.0304611104522353
1676935020,Oceaneering International Inc,Grayloc Products LLC,30/06/2005,others,13,no,0.0550437262620173,0.0529361684871616,-0.003007882437035,6,0.044872987555954424,cross_border,not_related,Energy,Energy - Fossil Fuels,Basic Materials,Applied Resources,divestiture,0,0,full,Cash,1,0.043328976896784
1676496040,Eaton Corp,Morestana SA de CV,30/06/2005,others,42,no,0.0214069306660312,0.0142703252972756,0.0120608005896746,6,0.0009067210699308625,national,not_related,Industrials,Industrial Goods,Consumer Cyclicals,Automobiles & Auto Parts,private_companies,0,0,full,Cash,1,0.0011470521777159
1676806020,Amedisys Inc,Housecall Medical Resources Inc,01/07/2005,others,15,no,-0.0493271790880277,-0.1319721712949517,-0.0627697540406824,7,0.45509187703932685,cross_border,industry,Healthcare,Healthcare Services & Equipment,Healthcare,Healthcare Services & Equipment,divestiture,0,0,full,Cash,1,-0.0180526737972498
1677444020,UnitedHealth Group Inc,PacifiCare Health Systems Inc,06/07/2005,public,24,no,0.0136331504806795,0.0409266297572313,0.0501145953324139,7,0.2580161985905123,cross_border,industry,Financials,Insurance,Financials,Insurance,asset_driven_op,3,1,full,Other,1,0.0127042277828753
1677519020,Zions Bancorp,"Amegy Bancorp Inc, Houston,Texas",06/07/2005,public,37,no,-0.0024378893372574,0.0015037730500997,0.0355266253699593,7,0.054987725765219785,cross_border,industry,Financials,Banking & Investment Services,Financials,Banking & Investment Services,asset_driven_op,0,1,full,Other,1,-0.0038690382641677
1677564020,Flowers Foods Inc,Royal Cake Co Inc,06/07/2005,others,4,no,0.0160878939999549,0.0148319813216091,-0.0023877363216213,7,0.011800384692540978,cross_border,industry,Consumer Non-Cyclicals,Food & Beverages,Consumer Non-Cyclicals,Food & Beverages,bankruptcy,0,0,full,Cash,1,-0.0011158227113967
1677680040,Neogen Corp,Union Chimique Belge SA {UCB SA}-Dairy Antibiotic Testing,06/07/2005,others,17,no,-0.0010301318053027,-0.0189096060538815,-0.0329787625141007,7,0.22996242955541638,national,industry,Healthcare,Pharmaceuticals & Medical Research,Healthcare,Pharmaceuticals & Medical Research,divestiture,0,0,full,Cash,1,0.0374576711179848
1678392020,G-Iii Apparel Group Ltd,Winlit Group Ltd-Operating Assets,11/07/2005,others,1,no,0.0112033544413191,-0.0241823636020992,-0.0383943939520061,7,0.09293443666454487,cross_border,industry,Consumer Cyclicals,Cyclical Consumer Products,Consumer Cyclicals,Cyclical Consumer Products,divestiture,0,0,full,Other,1,0.0013590114636031
1679055020,American Pacific Corp,Aerojet Fine Chemicals LLC,13/07/2005,others,2,no,0.0688163195867973,0.0688163195867973,0.023649187730192,7,1.315207780725022,cross_border,not_related,Basic Materials,Chemicals,Healthcare,Pharmaceuticals & Medical Research,divestiture,0,0,full,Other,1,0.0548368820363226
1679607020,Eaton Corp,Tractech Holdings Inc,15/07/2005,others,44,no,0.0565036202912871,0.0639921907557818,0.0713304419880779,7,0.006120367222033322,cross_border,not_related,Industrials,Industrial Goods,Consumer Cyclicals,Automobiles & Auto Parts,divestiture,0,0,full,Cash,1,0.0597811384927663
1679984020,Martin Midstream Partners LP,CF Martin Sulphur LLC,15/07/2005,others,6,yes,0.0333378862196522,0.021033892550585,0.0705941817076858,7,0.0004739835685696229,cross_border,economic_sector,Industrials,Transportation,Industrials,Industrial & Commercial Services,divestiture,0,0,not_full,Cash,1,0.0155447008526785
1679634020,Whirlpool Corp,Maytag Corp,17/07/2005,public,16,no,0.0962084608163207,0.1598897484262312,0.1057481329279363,7,0.3368079705546389,cross_border,industry,Consumer Cyclicals,Cyclical Consumer Products,Consumer Cyclicals,Cyclical Consumer Products,asset_driven_op,0,1,full,Other,3,0.0618560599531403
1679855040,The Stanley Works,Facom SA,18/07/2005,others,21,no,0.0536081821574884,0.0622504556759729,0.0411362797569226,7,0.16452590225063257,national,industry,Industrials,Industrial Goods,Industrials,Industrial Goods,divestiture,0,0,full,Cash,1,0.0578998582113824
1680926020,Iconix Brand Group Inc,Joe Boxer Co LLC- Joe Boxer Brand,21/07/2005,others,0,no,0.2846151239728052,0.2771708271739056,0.2855384155831347,7,0.9081196581196582,cross_border,industry_group,Consumer Cyclicals,Cyclical Consumer Products,Consumer Cyclicals,Cyclical Consumer Products,divestiture,0,0,full,Other,1,0.1701416525093058
1681862020,Fulton Financial Corp,Columbia Bancorp Inc,26/07/2005,public,19,no,-0.0212581692870036,-0.0301487359652853,-0.0449779391672329,7,0.027954834448393456,cross_border,industry,Financials,Banking & Investment Services,Financials,Banking & Investment Services,asset_driven_op,0,0,full,Other,1,-0.0364965372959815
1682268020,Fiserv Inc,BillMatrix Corp,27/07/2005,others,87,no,-0.0171701097935867,-0.0171701097935867,0.0254058318741754,7,0.05876210079547095,cross_border,not_related,Industrials,Industrial & Commercial Services,Technology,Software & IT Services,divestiture,0,0,full,Cash,1,0.0278529290861736
1683537040,Parker Hannifin Corp,Domnick Hunter Group PLC,02/08/2005,public,66,no,0.0067433238090828,-0.005339461173632,0.0027450132923984,8,0.0654962636310706,national,industry,Industrials,Industrial Goods,Industrials,Industrial Goods,divestiture,1,0,full,Cash,2,-0.0035162837271798
1685524020,Parker Hannifin Corp,SSD Drives Inc,09/08/2005,others,68,no,0.040974578946444,0.0400226808601777,0.0126549363359408,8,0.04550430359097641,cross_border,industry_group,Industrials,Industrial Goods,Industrials,Industrial Goods,divestiture,0,1,full,Other,1,0.0356547495862006
1652063040,Hewlett Packard Co,Scitex Vision Ltd,11/08/2005,others,15,no,-0.0196040542096782,-0.036047830380516,0.0368665468505139,8,0.00304577278031187,national,not_related,Technology,Technology Equipment,Industrials,Industrial & Commercial Services,divestiture,1,0,full,Cash,1,-0.0108926701736975
1686632020,DTE Energy Co,Duquesne Light Holdings Inc- Onsite Energy Projects(6),15/08/2005,others,4,no,0.0023768513511638,0.0102206074970508,-0.0045976764403675,8,0.0018330125561360096,cross_border,industry,Utilities,Utilities,Utilities,Utilities,divestiture,0,0,full,Cash,1,-0.0052819251775946
